,Class
7745,0
7746,1
7747,1
7748,1
7749,1
7750,1
7751,0
7752,0
7753,0
7755,0
7756,1
7757,1
7758,1
7759,0
7760,1
7761,0
7762,0
7763,0
7764,1
7765,1
7766,1
7767,0
7768,0
7769,1
7770,0
7771,1
7772,1
7773,1
7774,1
7775,0
7776,1
7777,1
7778,0
7779,1
7780,0
7781,1
7782,1
7783,1
7784,0
7785,0
7786,0
7787,1
7788,0
7789,1
7790,1
7791,0
7792,0
7793,1
7794,1
7795,1
7796,0
7797,1
7798,1
7799,0
7800,1
7801,0
7802,1
7803,0
7804,1
7806,0
7807,0
7808,0
7809,1
7810,1
7811,1
7812,1
7813,1
7814,1
7815,0
7816,1
7817,1
7818,1
7819,0
7820,1
7821,0
7822,0
7823,0
7824,0
7825,0
7826,1
7827,1
7828,1
7829,0
7830,0
7831,1
7832,1
7833,0
7834,0
7835,1
7836,0
7837,0
7838,0
7839,1
7840,0
7841,0
7842,1
7843,1
7844,1
7845,0
7846,1
7848,1
7849,1
7850,1
7851,1
7852,0
7853,1
7854,1
7855,0
7856,0
7857,1
7858,0
7859,0
7860,0
7861,0
7862,0
7863,1
7864,0
7865,1
7866,1
7867,1
7868,1
7869,1
7870,1
7871,0
7872,1
7873,0
7874,0
7875,1
7876,1
7877,1
7878,0
7879,1
7880,1
7881,1
7882,1
7883,1
7885,1
7886,0
7887,1
7888,0
7889,0
7890,1
7891,1
7892,0
7893,1
7894,1
7895,1
7896,1
7897,1
7898,0
7899,1
7900,1
7901,1
7902,1
7903,0
7904,1
7905,0
7906,0
7907,0
7908,1
7909,0
7910,1
7911,0
7912,0
7913,0
7914,0
7915,0
7916,1
7917,0
7918,1
7919,1
7920,1
7921,1
7922,0
7923,1
7924,1
7925,1
7926,0
7927,1
7928,1
7929,0
7930,0
7931,1
7932,1
7933,0
7934,1
7935,1
7936,1
7937,0
7938,0
7939,1
7940,1
7941,1
7942,1
7943,1
7944,1
7945,1
7946,0
7947,0
7948,0
7949,0
7950,0
7951,0
7952,0
7953,0
7954,1
7955,1
7956,1
7957,1
7958,0
7959,0
7960,1
7961,1
7962,0
7963,1
7964,0
7965,0
7966,0
7967,0
7968,1
7969,0
7970,1
7971,1
7972,0
7973,0
7974,1
7975,1
7976,1
7977,0
7978,1
7979,1
7980,1
7981,1
7982,1
7983,0
7984,0
7985,1
7986,0
7987,1
7988,0
7989,1
7990,1
7991,1
7992,1
7993,0
7994,1
7995,0
7996,0
7997,1
7998,1
7999,1
8001,1
8002,1
8003,0
8004,0
8006,0
8007,1
8008,1
8009,0
8010,1
8011,1
8012,1
8013,1
8014,1
8015,0
8016,1
8017,1
8018,0
8019,0
8020,1
8021,0
8022,0
8023,1
8024,0
8025,0
8026,1
8027,0
8028,0
8029,0
8030,0
8031,1
8032,1
8033,1
8034,1
8035,0
8036,1
8037,0
8038,0
8039,1
8040,1
8041,1
8042,0
8043,0
8044,0
8045,0
8046,0
8047,1
8048,1
8049,1
8050,0
8051,0
8052,0
8053,0
8054,0
8055,1
8056,1
8057,0
8058,1
8059,0
8060,0
8061,1
8062,1
8063,1
8064,0
8065,0
8066,1
8067,1
8068,1
8069,0
8070,1
8071,0
8072,0
8073,1
8074,1
8075,0
8076,0
8077,1
8078,1
8079,0
8080,1
8081,0
8082,1
8083,0
8084,0
8085,0
8086,0
8087,1
8088,0
8089,0
8090,0
8091,1
8092,0
8093,0
8094,0
8095,1
8096,0
8097,0
8098,0
8099,0
8100,0
8101,0
8102,1
8103,0
8104,1
8105,1
8107,0
8108,0
8109,1
8110,1
8111,0
8112,0
8113,1
8114,1
8115,1
8116,1
8117,1
8118,1
8119,0
8120,1
8121,1
8122,1
8123,0
8124,0
8126,1
8127,0
8128,0
8129,0
8130,0
8131,1
8132,1
8133,1
8134,0
8135,0
8136,1
8137,0
8138,1
8139,1
8140,1
8141,0
8142,0
8143,1
8144,1
8145,0
8146,0
8147,0
8148,0
8149,0
8150,0
8151,1
8152,1
8153,0
8154,0
8155,1
8156,1
8157,0
8158,1
8159,0
8160,0
8161,1
8162,0
8163,0
8164,0
8165,1
8166,0
8168,0
8169,0
8170,0
8171,1
8172,0
8173,0
8174,0
8175,1
8176,1
8177,1
8178,0
8179,1
8180,0
8181,0
8182,0
8183,0
8184,0
8185,0
8186,0
8187,0
8188,1
8189,0
8190,0
8191,0
8192,0
8193,0
8194,0
8195,0
8196,1
8197,0
8198,1
8199,0
8200,0
8201,1
8202,1
8203,0
8204,0
8205,0
8206,0
8207,0
8208,1
8209,1
8210,1
8211,0
8212,1
8213,1
8214,0
8215,0
8216,1
8217,1
8218,0
8219,1
8220,0
8221,1
8222,1
8223,1
8224,0
8225,1
8226,1
8227,0
8228,0
8229,1
8230,1
8231,0
8232,0
8233,0
8234,1
8235,1
8236,0
8237,1
8238,0
8239,0
8240,1
8241,1
8242,0
8243,0
8244,0
8245,1
8246,1
8247,1
8248,0
8249,1
8250,0
8252,1
8253,0
8254,0
8255,1
8256,0
8257,1
8258,0
8259,1
8260,1
8261,1
8262,0
8263,1
8264,1
8265,0
8266,0
8267,0
8268,0
8269,0
8270,0
8271,1
8272,1
8273,0
8274,1
8275,0
8276,1
8277,1
8278,1
8279,1
8280,1
8281,1
8282,0
8283,0
8284,1
8285,1
8286,1
8287,0
8288,0
8289,0
8290,1
8291,1
8292,0
8293,1
8294,1
8295,0
8296,0
8297,1
8298,0
8299,0
8300,0
8301,0
8302,0
8303,0
8304,1
8305,1
8306,1
8307,1
8308,0
8309,0
8310,0
8311,1
8312,1
8313,1
8314,1
8315,1
8317,0
8318,0
8319,0
8320,0
8321,0
8322,1
8323,0
8324,0
8325,1
8326,0
8327,1
8328,0
8329,0
8330,1
8331,1
8332,0
8333,0
8334,0
8335,1
8336,0
8338,1
8339,0
8340,1
8341,0
8342,0
8343,0
8344,0
8345,0
8346,0
8347,1
8348,0
8349,1
8350,1
8351,1
8352,0
8354,1
8355,0
8356,1
8357,0
8358,1
8359,0
8360,1
8361,1
8362,0
8363,1
8364,0
8365,0
8366,0
8367,0
8368,0
8369,0
8370,0
8371,1
8372,0
8373,1
8374,1
8375,0
8376,0
8377,1
8378,1
8379,1
8380,1
8381,1
8382,1
8383,0
8384,0
8385,1
8386,0
8387,0
8388,0
8389,1
8390,0
8391,1
8392,0
8393,0
8394,1
8395,1
8396,0
8397,0
8398,0
8399,0
8400,0
8401,0
8402,1
8403,1
8404,1
8405,0
8406,1
8407,1
8408,0
8409,1
8410,0
8411,0
8412,0
8413,1
8414,0
8415,1
8416,1
8417,0
8418,1
8419,1
8420,1
8421,0
8422,1
8423,1
8424,0
8425,0
8426,0
8427,1
8428,0
8429,0
8430,1
8431,1
8432,1
8433,0
8434,1
8435,1
8436,1
8437,0
8438,0
8439,1
8440,0
8441,0
8442,1
8443,1
8444,1
8445,0
8446,1
8447,0
8448,0
8449,0
8450,1
8451,0
8452,0
8453,1
8454,0
8455,1
8456,0
8458,0
8459,0
8460,1
8461,1
8462,1
8463,0
8464,1
8465,0
8466,0
8467,0
8468,0
8469,0
8470,0
8471,1
8472,0
8473,1
8474,0
8475,0
8476,1
8477,0
8478,0
8479,0
8480,1
8481,0
8482,0
8483,1
8484,0
8485,0
8486,1
8487,1
8488,0
8489,0
8490,0
8491,0
8492,0
8493,1
8494,0
8495,0
8496,1
8497,0
8498,0
8499,1
8500,1
8501,0
8502,1
8503,1
8504,0
8505,1
8506,1
8507,1
8508,0
8509,0
8510,0
8511,0
8512,0
8513,1
8514,0
8515,0
8516,0
8517,0
8518,0
8519,0
8520,0
8521,1
8522,0
8523,1
8524,0
8525,1
8526,0
8527,0
8528,0
8529,1
8530,1
8531,1
8532,0
8533,0
8534,0
8535,0
8536,0
8537,1
8538,0
8539,1
8540,0
8541,0
8542,0
8543,0
8544,1
8545,0
8546,0
8547,1
8548,1
8549,1
8550,0
8551,0
8552,0
8553,0
8554,0
8555,0
8556,1
8557,0
8558,1
8559,1
8560,0
8561,0
8562,0
8563,0
8564,1
8565,1
8566,1
8567,0
8568,1
8569,1
8570,1
8571,0
8572,1
8573,1
8574,0
8575,0
8576,0
8577,1
8578,0
8579,1
8580,1
8581,0
8582,0
8583,0
8584,0
8585,0
8586,0
8587,0
8588,1
8589,0
8590,1
8591,1
8592,0
8593,1
8594,0
8595,1
8596,0
8597,0
8598,0
8599,1
8600,1
8601,1
8602,0
8603,1
8604,0
8605,1
8606,1
8607,0
8608,0
8609,1
8610,1
8611,1
8612,0
8613,1
8614,0
8615,0
8616,0
8617,0
8618,0
8619,0
8620,0
8621,1
8622,1
8623,1
8624,0
8625,0
8626,1
8627,0
8628,0
8629,1
8630,1
8631,0
8632,0
8633,0
8634,0
8635,1
8636,1
8637,0
8638,0
8639,1
8640,1
8641,0
8642,1
8643,0
8644,1
8645,1
8646,0
8647,0
8648,0
8650,0
8651,1
8652,0
8653,1
8654,1
8655,1
8656,0
8657,1
8658,0
8659,1
8660,0
8661,1
8662,0
8663,0
8664,0
8665,0
8666,1
8667,1
8668,0
8670,0
8671,1
8672,0
8673,0
8674,0
8675,1
8676,1
8677,0
8678,0
8679,1
8680,1
8681,1
8682,1
8684,1
8685,1
8686,0
8687,1
8688,1
8689,0
8690,1
8691,0
8692,0
8693,1
8694,0
8695,0
8696,1
8697,1
8698,1
8699,1
8700,1
8701,1
8702,1
8703,1
8704,0
8705,1
8706,1
8707,1
8708,1
8709,0
8710,1
8711,1
8712,0
8713,1
8714,1
8715,1
8717,1
8718,1
8719,1
8720,1
8721,0
8722,0
8723,1
8724,0
8725,0
8726,1
8727,0
8728,0
8729,1
8730,1
8731,0
8732,1
8733,0
8734,1
8735,1
8736,1
8737,1
8738,0
8739,1
8740,0
8741,0
8742,0
8743,0
8744,0
8745,0
8746,0
8747,0
8748,1
8749,1
8750,1
8751,0
8752,0
8753,1
8754,0
8755,0
8756,0
8757,1
8758,1
8759,0
8760,0
8761,0
8762,1
8763,1
8764,1
8765,1
8766,1
8767,1
8768,1
8769,0
8770,1
8771,0
8772,0
8773,0
8774,1
8775,1
8776,1
8777,0
8778,0
8779,0
8780,0
8781,1
8782,0
8783,1
8784,0
8785,0
8786,1
8787,0
8788,1
8789,1
8790,1
8791,0
8792,1
8793,1
8794,0
8795,1
8796,1
8797,1
8798,1
8799,0
8800,0
8801,1
8802,1
8803,0
8804,1
8805,0
8806,0
8807,1
8808,1
8809,0
8810,0
8811,1
8812,0
8813,1
8814,1
8815,1
8816,1
8817,1
8818,0
8819,0
8820,1
8821,1
8822,0
8823,0
8824,0
8825,1
8826,0
8827,1
8828,1
8829,1
8830,0
8831,0
8832,1
8833,1
8834,0
8835,1
8836,0
8837,0
8838,0
8839,1
8840,0
8841,1
8842,1
8843,0
8844,1
8845,1
8846,0
8847,0
8848,0
8849,1
8850,0
8851,0
8852,0
8853,0
8854,1
8855,1
8856,0
8857,1
8858,1
8859,1
8860,1
8861,0
8862,0
8863,0
8864,1
8865,0
8866,1
8868,0
8869,0
8870,1
8871,0
8872,0
8873,0
8874,0
8875,0
8876,0
8877,0
8878,0
8879,1
8880,1
8881,0
8882,1
8883,0
8884,1
8885,0
8886,0
8887,1
8888,0
8889,0
8890,1
8891,0
8892,0
8893,0
8894,0
8895,1
8896,0
8897,1
8898,1
8899,1
8900,0
8901,1
8902,0
8903,1
8904,0
8905,0
8906,0
8907,0
8908,0
8909,1
8910,0
8911,1
8912,1
8913,0
8914,1
8915,0
8916,0
8917,0
8918,1
8919,0
8920,0
8921,1
8922,0
8923,0
8924,1
8925,1
8926,1
8927,1
8928,0
8929,1
8930,0
8931,1
8932,1
8933,1
8934,0
8935,0
8936,0
8937,1
8938,1
8939,0
8940,0
8941,1
8942,1
8943,0
8944,0
8945,0
8946,1
8947,0
8948,1
8949,1
8950,1
8951,1
8952,0
8953,0
8954,1
8955,1
8956,0
8957,0
8958,1
8960,1
8961,1
8962,0
8963,0
8964,1
8965,0
8966,0
8967,0
8968,0
8969,0
8970,1
8971,0
8972,1
8973,1
8974,0
8975,1
8976,0
8977,1
8978,0
8980,1
8981,0
8982,0
8983,0
8984,0
8985,1
8986,0
8987,1
8988,0
8989,0
8990,1
8991,1
8992,0
8993,1
8994,1
8995,1
8996,0
8997,0
8998,1
8999,0
9000,1
9001,1
9002,1
9003,0
9004,1
9005,0
9006,0
9007,1
9008,0
9009,0
9010,1
9011,0
9012,1
9013,1
9014,1
9015,0
9016,1
9017,0
9018,0
9019,1
9020,1
9021,1
9022,1
9023,1
9024,0
9025,1
9027,1
9028,0
9029,1
9031,1
9032,1
9033,1
9034,0
9035,1
9036,1
9037,0
9038,0
9039,0
9040,0
9041,1
9042,0
9043,1
9044,0
9045,1
9046,0
9047,0
9049,0
9050,0
9051,1
9052,1
9053,0
9054,1
9055,1
9056,0
9057,0
9058,0
9059,0
9060,0
9061,0
9062,1
9063,0
9064,0
9065,0
9066,1
9067,1
9068,0
9069,1
9070,0
9071,0
9072,1
9073,0
9074,1
9075,0
9076,0
9077,1
9078,1
9079,0
9080,1
9081,0
9082,1
9083,0
9084,1
9086,1
9087,0
9088,0
9089,0
9090,0
9091,1
9092,0
9093,0
9094,0
9095,1
9096,0
9097,1
9098,0
9099,0
9100,0
9101,1
9102,0
9103,0
9104,1
9105,0
9106,0
9107,1
9108,0
9109,1
9110,1
9111,0
9112,0
9113,1
9114,0
9115,0
9116,0
9117,0
9118,0
9119,0
9120,1
9121,1
9122,0
9123,1
9124,1
9125,1
9126,1
9127,0
9128,1
9129,0
9130,0
9131,1
9132,1
9133,1
9134,0
9135,0
9136,0
9137,0
9138,0
9139,0
9140,0
9141,1
9142,0
9143,1
9144,1
9145,1
9146,1
9148,1
9149,1
9150,1
9151,0
9152,0
9153,0
9155,1
9156,0
9157,1
9158,0
9159,0
9160,1
9161,0
9162,0
9163,0
9164,0
9165,1
9166,1
9167,0
9168,1
9169,0
9170,1
9171,0
9172,1
9173,0
9174,0
9175,0
9176,1
9177,0
9178,0
9179,1
9180,0
9181,0
9182,0
9183,0
9184,1
9185,0
9186,0
9187,0
9188,1
9189,1
9190,1
9191,0
9192,1
9193,0
9194,1
9195,0
9196,1
9197,0
9198,1
9199,1
9200,0
9201,0
9202,1
9203,0
9204,1
9205,1
9206,1
9207,0
9208,0
9209,1
9210,1
9211,0
9212,1
9213,1
9214,0
9215,1
9216,1
9217,0
9218,0
9219,0
9220,0
9221,1
9222,1
9223,0
9224,0
9225,1
9226,0
9227,0
9228,1
9229,1
9230,1
9231,0
9232,0
9233,0
9234,0
9235,0
9237,0
9238,1
9239,0
9240,1
9241,0
9242,0
9243,1
9244,0
9245,0
9246,1
9247,1
9248,1
9249,0
9250,0
9251,0
9252,0
9253,0
9254,1
9255,1
9256,0
9257,0
9258,0
9259,0
9260,0
9262,1
9263,1
9264,0
9265,0
9266,0
9267,1
9268,0
9269,1
9270,1
9271,1
9272,0
9273,1
9274,0
9275,1
9276,0
9277,0
9278,0
9279,0
9280,0
9281,0
9282,0
9283,0
9284,0
9285,0
9286,1
9287,1
9288,1
9289,1
9290,1
9291,0
9292,1
9293,0
9294,1
9295,0
9296,1
9297,1
9298,1
9299,1
9300,0
9301,1
9302,0
9303,0
9304,0
9305,0
9306,0
9307,0
9308,1
9309,1
9310,0
9311,0
9312,0
9313,0
9314,0
9315,1
9316,1
9317,0
9318,0
9319,1
9320,1
9321,1
9322,1
9323,0
9324,1
9325,0
9326,1
9327,1
9328,1
9329,0
9330,0
9331,1
9332,1
9333,1
9334,1
9335,1
9336,0
9337,1
9338,1
9339,1
9340,0
9341,0
9342,0
9343,1
9344,1
9345,0
9346,1
9347,0
9348,0
9349,1
9350,0
9351,1
9352,1
9353,0
9354,1
9355,0
9356,0
9357,0
9358,0
9359,0
9360,0
9361,0
9362,0
9363,0
9364,1
9365,1
9366,0
9367,1
9368,1
9369,1
9370,0
9371,0
9372,1
9373,1
9374,0
9375,1
9376,1
9377,0
9378,0
9379,0
9380,1
9381,0
9382,1
9383,0
9384,0
9385,0
9386,1
9387,0
9388,1
9389,0
9390,1
9391,0
9392,0
9393,1
9394,0
9395,0
9396,0
9397,0
9398,0
9399,1
9400,0
9401,1
9402,0
9403,1
9404,1
9405,0
9406,1
9407,0
9408,0
9409,1
9410,0
9411,1
9412,0
9413,0
9414,0
9415,1
9416,1
9417,0
9418,0
9419,1
9420,0
9421,0
9422,0
9423,0
9424,0
9425,0
9426,0
9427,0
9428,1
9429,0
9430,0
9431,0
9432,1
9433,0
9434,0
9435,1
9436,0
9437,1
9438,1
9439,1
9440,0
9441,0
9442,1
9443,1
9444,1
9445,0
9446,0
9447,0
9448,0
9449,0
9450,1
9451,0
9452,1
9453,1
9454,0
9455,0
9456,0
9457,0
9458,1
9459,1
9460,0
9461,0
9462,0
9463,1
9464,1
9465,1
9466,1
9467,1
9468,0
9469,0
9470,0
9471,0
9472,1
9473,0
9474,1
9475,1
9476,0
9477,0
9478,1
9479,1
9480,0
9481,0
9482,1
9483,0
9484,1
9485,0
9486,0
9487,1
9488,1
9489,1
9491,1
9492,1
9493,1
9494,1
9495,0
9496,0
9498,1
9499,0
9500,1
9501,0
9502,0
9503,1
9504,1
9505,1
9506,0
9507,1
9508,0
9509,1
9510,1
9511,1
9512,0
9513,1
9514,0
9515,0
9516,1
9517,0
9518,0
9519,1
9520,1
9521,1
9522,0
9523,0
9524,0
9525,0
9526,0
9527,0
9528,1
9529,0
9530,1
9531,1
9532,1
9533,1
9534,0
9535,0
9536,0
9537,0
9538,1
9539,1
9540,0
9541,0
9542,1
9543,1
9544,1
9545,1
9546,1
9547,0
9548,1
9549,1
9550,1
9552,1
9553,1
9554,0
9555,1
9556,0
9557,0
9558,0
9559,0
9560,0
9561,0
9562,0
9563,1
9564,0
9565,1
9566,0
9567,1
9568,0
9569,0
9570,0
9571,1
9572,1
9573,1
9574,0
9575,1
9576,1
9577,1
9578,1
9579,0
9580,0
9581,1
9582,1
9583,0
9584,0
9585,1
9586,1
9587,0
9588,0
9589,1
9590,1
9591,1
9592,0
9593,0
9594,1
9595,0
9596,1
9597,0
9598,0
9599,1
9600,0
9601,1
9602,0
9603,1
9604,1
9605,0
9606,0
9607,1
9608,0
9609,0
9610,1
9611,1
9612,0
9614,1
9615,0
9617,0
9618,1
9619,0
9620,0
9621,0
9622,1
9623,1
9624,0
9625,0
9626,1
9627,1
9628,0
9629,0
9630,0
9631,0
9632,0
9633,1
9634,0
9635,0
9636,0
9637,1
9638,1
9639,0
9640,0
9641,1
9642,0
9643,1
9644,0
9645,0
9646,1
9647,1
9648,0
9649,0
9650,0
9651,0
9652,0
9653,0
9654,0
9655,0
9656,1
9657,1
9658,1
9659,1
9660,1
9661,1
9662,1
9663,0
9664,0
9665,1
9666,0
9667,1
9668,1
9669,1
9670,0
9671,0
9672,0
9673,1
9674,0
9675,1
9676,0
9677,0
9678,1
9679,1
9680,1
9681,0
9682,1
9683,0
9684,1
9685,0
9686,0
9687,0
9688,0
9690,0
9691,1
9692,0
9693,0
9694,0
9695,1
9696,0
9697,0
9698,0
9699,1
9700,1
9702,0
9703,0
9704,1
9705,1
9706,0
9707,1
9708,1
9709,1
9710,1
9711,1
9712,0
9713,0
9714,1
9715,0
9716,1
9717,0
9718,1
9719,0
9720,0
9721,1
9722,0
9723,1
9724,1
9725,0
9726,1
9727,1
9728,0
9729,0
9730,1
9731,0
9732,1
9733,1
9734,0
9735,0
9736,0
9737,1
9738,1
9739,1
9740,0
9741,1
9742,0
9743,0
9744,0
9745,1
9746,0
9747,1
9748,0
9749,0
9750,0
9751,1
9752,1
9753,1
9754,0
9755,1
9756,0
9758,1
9759,1
9760,1
9761,1
9762,0
9763,0
9764,1
9765,1
9766,0
9767,0
9768,0
9769,1
9770,0
9771,0
9772,0
9773,1
9774,0
9775,1
9776,1
9777,0
9778,1
9779,0
9780,1
9781,1
9782,0
9783,1
9784,1
9785,0
9786,0
9787,0
9788,1
9789,0
9790,1
9791,0
9792,0
9793,1
9794,0
9795,0
9796,0
9797,0
9798,0
9799,1
9800,0
9801,0
9802,1
9803,1
9804,1
9805,0
9806,1
9807,1
9808,1
9809,1
9810,1
9811,0
9812,1
9813,0
9814,0
9815,0
9816,1
9817,0
9818,1
9819,0
9820,1
9821,1
9822,0
9823,0
9824,0
9825,1
9826,0
9827,0
9828,1
9829,0
9830,1
9831,1
9832,1
9833,0
9834,1
9835,1
9836,0
9837,0
9838,0
9839,0
9840,1
9841,0
9842,0
9843,0
9844,0
9845,1
9846,0
9847,1
9848,1
9849,1
9850,1
9851,1
9852,0
9853,0
9854,0
9855,0
9856,1
9857,0
9858,0
9859,1
9860,1
9861,1
9862,1
9863,1
9864,0
9865,0
9866,0
9867,0
9868,0
9869,0
9870,1
9871,1
9872,0
9873,0
9874,1
9875,0
9876,1
9877,0
9878,0
9879,0
9880,1
9881,1
9882,0
9883,0
9884,1
9885,1
9886,0
9887,1
9888,0
9889,1
9890,0
9891,0
9892,1
9893,1
9894,0
9895,0
9896,1
9897,1
9898,0
9899,0
9900,1
9901,1
9902,1
9903,0
9904,1
9905,0
9906,0
9907,1
9908,0
9909,1
9910,1
9911,1
9912,1
9913,1
9914,0
9915,0
9916,0
9917,1
9918,0
9919,1
9920,1
9921,1
9922,0
9923,1
9924,1
9925,0
9926,1
9927,0
9928,0
9929,0
9930,1
9931,0
9932,0
9933,0
9934,1
9935,1
9936,0
9937,1
9938,0
9939,0
9940,1
9941,0
9942,0
9943,1
9944,1
9945,1
9946,1
9947,1
9948,1
9949,0
9950,1
9951,1
9952,1
9953,1
9954,1
9956,1
9957,0
9958,1
9959,0
9960,0
9961,0
9962,1
9963,0
9964,1
9965,0
9966,0
9967,0
9968,1
9969,0
9970,0
9971,0
9972,1
9973,1
9974,0
9975,0
9976,0
9977,0
9978,1
9979,1
9980,1
9981,1
9982,0
9983,0
9984,0
9985,1
9986,0
9987,0
9988,0
9989,1
9990,0
9991,0
9992,1
9993,0
9994,1
9995,0
9996,0
9997,0
9998,1
9999,0
10000,0
10001,1
10002,1
10003,0
10004,1
10005,1
10006,1
10007,1
10008,1
10009,0
10010,1
10011,1
10012,1
10013,0
10014,1
10015,0
10016,0
10017,0
10018,0
10019,1
10020,1
10021,0
10022,1
10023,0
10024,1
10025,0
10026,0
10027,0
10028,1
10029,1
10030,0
10031,1
10032,1
10033,0
10034,0
10035,0
10036,1
10037,1
10039,0
10040,0
10041,0
10042,0
10043,1
10044,1
10045,0
10046,0
10047,0
10048,1
10049,0
10050,0
10051,1
10052,1
10053,0
10054,0
10055,0
10057,1
10058,0
10059,0
10060,1
10061,0
10062,1
10063,0
10064,1
10065,1
10066,1
10067,0
10068,0
10069,0
10070,0
10071,0
10072,0
10073,1
10074,0
10075,0
10076,0
10077,0
10078,0
10079,0
10080,0
10081,1
10082,0
10083,0
10084,0
10085,0
10086,0
10087,0
10088,1
10089,1
10090,0
10091,0
10092,0
10094,1
10095,1
10096,1
10097,1
10098,1
10099,1
10100,0
10101,1
10102,1
10103,1
10104,1
10105,1
10106,0
10107,1
10108,0
10109,1
10110,1
10111,0
10112,1
10113,0
10114,0
10115,1
10116,0
10117,1
10118,0
10119,0
10120,0
10121,1
10122,0
10123,0
10124,1
10125,1
10126,1
10127,0
10128,1
10129,1
10130,0
10131,1
10132,0
10133,1
10134,0
10135,0
10136,1
10138,1
10140,0
10141,0
10142,1
10143,0
10144,1
10145,0
10146,1
10147,1
10148,1
10149,1
10150,0
10151,0
10152,0
10153,1
10154,0
10156,0
10157,1
10158,0
10159,1
10160,1
10161,0
10162,1
10163,1
10164,1
10165,1
10166,1
10167,1
10168,1
10169,0
10170,1
10171,1
10172,1
10173,0
10175,0
10176,1
10177,1
10178,0
10179,0
10180,1
10181,0
10182,1
10183,1
10184,1
10185,1
10186,0
10187,0
10188,1
10189,1
10190,0
10191,1
10192,0
10193,1
10194,0
10195,0
10196,1
10197,1
10198,1
10199,1
10200,1
10201,1
10202,1
10203,1
10204,1
10205,1
10206,1
10207,0
10208,1
10209,0
10210,0
10211,1
10212,0
10213,1
10214,0
10215,0
10216,0
10217,1
10218,0
10219,1
10220,0
10221,1
10222,0
10223,0
10225,1
10226,0
10227,0
10228,0
10229,0
10230,1
10231,0
10232,1
10233,0
10234,0
10235,1
10236,1
10237,1
10238,0
10239,1
10240,0
10241,0
10242,0
10243,0
10244,0
10245,0
10246,1
10247,1
10248,1
10249,0
10250,0
10251,1
10252,0
10253,0
10254,0
10255,0
10256,0
10257,1
10258,1
10259,1
10260,0
10261,1
10262,0
10263,1
10264,1
10265,0
10266,0
10267,0
10268,1
10269,0
10270,1
10271,0
10272,0
10273,0
10274,1
10275,0
10276,0
10277,1
10278,0
10279,1
10280,0
10281,1
10282,0
10283,0
10284,1
10285,1
10286,1
10287,0
10288,1
10289,1
10290,1
10291,1
10292,0
10293,0
10294,1
10295,0
10296,1
10297,0
10298,1
10299,1
10300,0
10301,1
10302,0
10303,0
10304,1
10305,1
10306,1
10307,0
10308,0
10309,0
10310,0
10311,0
10312,0
10313,1
10314,1
10315,1
10316,0
10317,0
10318,1
10319,0
10320,0
10321,0
10322,0
10323,0
10324,1
10325,0
10326,1
10327,0
10328,0
10329,0
10330,1
10331,0
10332,1
10333,1
10334,1
10335,1
10336,1
10337,1
10338,1
10339,0
10340,1
10341,0
10342,1
10343,1
10344,1
10345,1
10346,1
10347,0
10348,1
10349,0
10350,0
10351,0
10352,0
10353,0
10354,1
10355,0
10356,1
10357,1
10358,0
10359,0
10360,0
10361,0
10362,0
10363,0
10364,1
10365,0
10366,1
10367,0
10368,0
10369,1
10370,1
10371,1
10372,0
10373,0
10374,0
10375,1
10376,0
10377,0
10378,0
10379,1
10380,1
10381,0
10382,0
10383,1
10384,1
10385,0
10386,1
10387,0
10388,1
10389,0
10390,1
10391,0
10392,0
10393,1
10394,1
10395,1
10396,1
10397,0
10398,1
10399,1
10400,0
10401,1
10402,0
10403,1
10404,1
10405,1
10406,0
10407,0
10408,0
10409,0
10410,1
10411,0
10412,0
10413,0
10414,0
10415,1
10416,0
10417,0
10418,1
10419,0
10420,1
10421,0
10422,0
10423,0
10424,0
10425,0
10426,1
10427,1
10428,0
10429,0
10430,1
10431,0
10432,1
10433,1
10434,0
10435,0
10436,1
10437,1
10438,0
10439,1
10440,1
10441,1
10442,0
10443,1
10444,0
10445,1
10446,0
10447,1
10448,0
10449,0
10450,1
10451,0
10452,0
10453,0
10454,0
10455,1
10456,0
10457,1
10458,0
10459,1
10460,0
10461,1
10462,1
10463,0
10464,1
10465,0
10466,1
10467,1
10468,1
10469,0
10470,1
10471,1
10472,1
10473,1
10474,1
10475,0
10476,1
10477,0
10478,0
10479,0
10480,1
10481,0
10482,1
10483,0
10484,0
10485,1
10486,0
10487,0
10488,0
10489,1
10490,0
10491,1
10492,1
10493,0
10494,0
10495,0
10496,1
10497,1
10498,1
10499,0
10500,0
10501,0
10502,1
10503,0
10504,1
10505,1
10506,0
10507,0
10508,1
10509,1
10510,1
10511,1
10512,1
10513,1
10514,0
10515,1
10516,0
10517,1
10518,0
10519,0
10520,1
10521,0
10522,1
10523,0
10524,0
10525,0
10526,1
10527,0
10528,0
10529,0
10530,1
10531,1
10532,0
10533,1
10534,1
10535,0
10536,0
10537,0
10538,0
10539,1
10540,1
10541,1
10542,1
10543,1
10544,0
10545,0
10546,1
10547,0
10548,1
10549,0
10550,0
10551,1
10552,0
10553,1
10554,0
10555,0
10556,0
10558,0
10559,1
10560,1
10561,0
10563,0
10564,1
10565,0
10566,1
10567,1
10568,0
10569,0
10570,1
10571,0
10572,1
10573,0
10574,0
10575,1
10576,1
10577,1
10578,1
10579,0
10580,0
10581,0
10582,0
10583,1
10584,1
10585,1
10586,1
10587,1
10588,1
10589,1
10590,1
10591,1
